statement_id,file_name,file_path,line,statement_type,statement_text_or_paraphrase,coverage_mode,v5_compatible,needs_repair
S0392,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,180,continuous vs discrete statement,## 5. Endpoint Sign Orientation Update,endpoint_or_window,True,False
S0393,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,182,continuous vs discrete statement,The EndpointSign audit found:,endpoint_or_window,True,False
S0394,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,194,continuous vs discrete statement,The derived outward endpoint sign:,endpoint_or_window,True,False
S0395,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,223,upper/lower sign preservation,"\text{upper nonpositive }E_\theta=0,",theta_window,True,False
S0396,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,279,upper/lower sign preservation,"\text{lower nonnegative }E_\theta=0,",theta_window,True,False
S0397,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,340,coverage theorem,### Step 2 — Covering localization,unclear,True,False
S0398,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,342,row family definition,Use the FirstCrossing / theta-envelope / FullFCL support to obtain an admissible row \(J\).,theta_window,True,False
S0399,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,347,row family definition,J\in\mathcal J.,unclear,True,False
S0400,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,404,coverage theorem,"This remains conditional until covering localization and threshold relevance are stated as analytic theorems, not only empirical/conditional supports.",unclear,True,False
S0401,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,408,row family definition,## 9. FullFCL Compatibility Notes,unclear,True,False
S0402,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,410,row family definition,Existing FullFCL files are useful but should be updated as follows:,unclear,True,False
S0403,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,412,continuous vs discrete statement,1. Replace any old endpoint sign bridge through \(Q_{\Delta D}>0.75\) with direct sign:,endpoint_or_window,True,False
S0404,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,423,sample-grid caveat,4. Preserve H-Exc sampled-grid caveat.,unclear,True,False
S0405,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,425,row family definition,5. Mark FullFCL as conditional unless the first-principles covering/localization proof is supplied.,unclear,True,False
S0406,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,436,row family definition,\text{first crossing endpoint is covered by theta row family},theta_window,True,False
S0407,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,436,continuous vs discrete statement,\text{first crossing endpoint is covered by theta row family},theta_window,True,False
S0408,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,483,finite-zone rule,## 12. Finite Certificates,finite_certificate,True,False
S0409,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,485,finite-zone rule,The GlobalBridge must preserve finite certificates.,finite_certificate,True,False
S0410,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,501,finite-zone rule,and not claim all finite certificates have symbolic replacements.,finite_certificate,True,False
S0411,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,511,coverage theorem,"\text{GlobalBridge is v5-compatible in architecture, but still conditional on covering localization and threshold relevance as analytic theorems.}",unclear,True,False
S0412,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,530,finite-zone rule,\text{all finite certificates removed}.,finite_certificate,True,False
S0413,Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,C:\Users\jhegy\source\repos\prime-mesh-theory\Hegyesy_Prime_Mesh_R2Q_ThetaBridge_Certificate_v1_2026-05\Prime_Mesh_R2Q_GlobalBridge_v5_Compatibility_Update_v1.md,537,coverage theorem,"If we accept covering localization and threshold relevance as conditional inputs, write:",unclear,True,False
